roll_no,study_hours,attendance,previous_marks,assignment_scores,pass_fail
STU3012,3.7,68.8,51.3,65.4,0
STU3544,3.2,50.0,42.9,51.7,0
STU3203,2.6,65.9,35.0,40.0,0
STU4413,3.8,65.2,49.5,46.5,0
STU4616,3.6,62.3,46.1,55.2,0
STU1605,8.0,84.3,73.3,84.6,1
STU3698,1.7,79.2,43.9,43.8,0
STU1917,8.2,86.9,90.5,77.4,1
STU4155,2.9,53.7,35.0,41.2,0
STU3443,2.9,61.3,40.0,59.0,0
STU2100,7.9,91.5,82.5,75.2,1
STU2089,7.2,76.3,82.7,85.4,1
STU4884,3.7,62.6,60.8,58.7,0
STU4152,3.5,58.7,47.0,49.2,0
STU2625,9.7,99.4,95.7,100.0,1
STU3515,2.7,63.3,43.7,48.7,0
STU1822,9.2,93.1,80.5,97.8,1
STU3168,4.0,62.9,44.3,54.2,0
STU3479,5.6,77.2,49.3,44.4,0
STU4775,2.9,72.4,43.7,60.5,0
STU4224,1.5,50.0,43.7,40.9,0
STU4689,3.2,59.6,39.6,52.6,0
STU2303,7.3,89.3,88.9,81.8,1
STU2001,9.2,76.6,78.6,90.5,1
STU4286,1.0,56.2,45.6,40.0,0
STU4561,2.9,63.4,45.4,40.0,0
STU2506,7.0,79.8,88.7,69.3,1
STU2478,8.0,75.4,81.8,86.4,1
STU1019,6.4,91.8,77.9,84.0,1
STU2638,8.0,90.2,73.9,82.5,1
STU2668,6.9,91.5,87.7,81.6,1
STU1494,6.5,96.7,78.3,89.6,1
STU2126,6.1,92.4,76.5,71.5,1
STU2405,8.7,90.6,75.2,79.6,1
STU4094,4.6,63.3,35.9,51.6,0
STU4864,2.0,75.1,45.9,40.0,0
STU3722,3.4,50.0,43.3,57.9,0
STU3448,5.6,53.6,35.5,43.0,0
STU3424,2.2,61.9,51.9,47.2,0
STU3270,4.1,66.0,38.8,43.3,0
STU3133,3.5,55.2,36.7,60.9,0
STU1585,7.7,94.6,80.5,96.2,1
STU3624,4.5,72.8,44.6,43.5,0
STU1688,7.1,78.8,74.4,78.5,1
STU4333,2.6,66.1,48.9,62.1,0
STU3285,2.1,63.0,43.9,47.0,0
STU4134,3.5,71.3,45.0,50.3,0
STU2609,7.9,79.9,89.2,82.4,1
STU3673,3.1,55.0,42.5,54.0,0
STU3233,1.0,54.8,38.1,40.0,0
STU2010,6.9,85.2,80.9,95.1,1
STU4200,2.7,61.7,49.7,59.9,0
STU3308,5.3,65.1,53.3,47.8,0
STU1361,8.1,81.8,84.5,91.3,1
STU4397,3.9,62.9,47.3,63.2,0
STU4648,3.2,61.5,35.0,46.1,0
STU3925,2.0,62.3,48.6,49.7,0
STU2678,9.3,87.1,92.8,59.8,1
STU2311,7.5,80.9,79.8,81.8,1
STU2171,8.4,82.3,84.5,81.6,1
STU2955,6.8,84.5,86.2,94.5,1
STU1801,8.6,89.1,86.1,78.4,1
STU3401,3.5,61.5,51.1,49.6,0
STU1345,6.9,75.1,76.8,85.2,1
STU3695,3.2,67.5,39.5,54.5,0
STU1987,9.3,87.3,80.2,75.2,1
STU3526,2.0,61.3,50.2,60.7,0
STU1744,7.5,91.3,85.3,74.6,1
STU3947,3.0,56.8,51.6,50.7,0
STU2672,7.1,93.2,82.4,70.9,1
STU3447,3.9,68.2,38.7,49.6,0
STU3023,1.2,72.9,49.4,42.9,0
STU1114,10.0,82.0,69.8,78.9,1
STU2438,9.4,80.3,91.5,84.6,1
STU3972,4.8,60.5,51.7,47.9,0
STU2242,7.3,100.0,75.3,81.9,1
STU2143,7.3,87.4,90.3,85.2,1
STU3410,3.2,63.5,35.0,59.1,0
STU2217,6.7,78.1,84.3,80.9,1
STU2826,8.0,95.0,68.6,93.2,1
STU2199,7.8,85.8,75.2,97.4,1
STU1086,6.9,80.7,80.2,82.7,1
STU2519,6.3,95.7,72.1,68.3,1
STU4834,2.8,50.0,53.2,40.6,0
STU2382,6.9,95.1,77.0,87.8,1
STU2376,7.2,81.9,87.9,98.8,1
STU1669,4.3,91.3,75.2,87.7,1
STU3656,1.9,73.6,57.9,66.9,0
STU2015,9.6,84.5,82.6,82.8,1
STU1129,7.6,92.3,76.1,79.3,1
STU2365,8.9,83.7,80.5,92.3,1
STU4145,2.7,71.5,40.2,45.8,0
STU3371,2.8,55.8,47.4,44.2,0
STU1892,8.1,75.2,72.2,100.0,1
STU4499,3.3,60.1,46.0,58.8,0
STU2360,7.7,82.1,79.8,98.6,1
STU1308,6.8,86.9,87.9,91.0,1
STU3969,3.8,66.9,47.1,52.5,0
STU4716,3.1,50.0,35.0,43.4,0
STU1384,6.9,87.7,83.6,84.1,1
STU1151,7.8,86.9,81.5,98.2,1
STU3175,2.7,56.7,35.0,40.0,0
STU2318,7.1,82.1,80.2,93.7,1
STU2452,9.5,80.5,82.9,88.3,1
STU4865,3.3,60.6,50.4,48.3,0
STU4665,2.5,62.8,48.7,56.0,0
STU1427,6.3,91.4,84.8,79.3,1
STU1495,9.3,80.5,88.9,77.8,1
STU2208,6.7,93.0,78.0,95.4,1
STU4634,2.4,64.9,44.8,49.7,0
STU3472,4.9,62.7,36.6,47.1,0
STU2209,5.8,93.4,73.8,76.1,1
STU2821,7.3,85.6,82.3,89.2,1
STU4034,1.9,69.9,54.9,64.0,0
STU4218,3.5,61.0,54.8,46.1,0
STU4672,3.6,62.1,45.6,51.9,0
STU3715,4.4,60.0,46.3,45.0,0
STU2967,7.3,89.9,88.8,92.2,1
STU2240,9.5,93.6,88.7,78.0,1
STU3776,1.7,63.7,47.6,46.8,0
STU3180,2.9,70.9,48.1,46.1,0
STU1276,8.1,81.5,81.2,85.6,1
STU1490,8.6,76.5,82.0,94.2,1
STU4154,3.8,50.0,55.5,55.9,0
STU2230,10.0,87.8,89.7,89.6,1
STU1691,7.1,81.9,81.3,88.3,1
STU4304,1.3,50.0,51.6,47.8,0
STU3652,3.8,63.9,35.0,40.8,0
STU3820,3.5,75.6,55.1,52.6,0
STU3529,4.3,71.0,51.0,60.7,0
STU2781,5.8,87.1,72.1,82.3,1
STU4663,2.8,74.4,57.5,51.7,0
STU3756,4.6,62.0,41.8,55.0,0
STU2059,8.2,80.8,80.9,98.7,1
STU1119,8.9,72.6,78.4,88.9,1
STU2025,9.6,76.8,100.0,93.0,1
STU4017,1.3,60.6,35.0,44.5,0
STU1282,8.3,83.9,69.9,86.3,1
STU3343,6.0,56.8,39.2,53.9,0
STU2317,6.2,87.7,69.9,78.5,1
STU4092,2.8,64.6,46.2,45.4,0
STU1969,7.5,77.1,79.6,84.6,1
STU2666,7.5,80.5,70.5,89.5,1
STU4986,2.8,67.8,39.8,57.0,0
STU2906,8.0,86.1,78.9,84.5,1
STU3565,1.0,80.4,36.2,40.8,0
STU4938,4.1,57.4,38.7,53.2,0
STU3310,2.9,67.7,60.2,50.1,0
STU1620,7.8,96.7,81.2,83.4,1
STU3119,2.9,56.0,38.9,43.7,0
STU2743,7.6,89.9,82.2,80.6,1
STU4272,4.6,58.0,43.5,50.3,0
STU1156,6.6,84.3,80.3,88.1,1
STU2848,6.5,85.2,74.0,85.5,1
STU4899,5.0,50.0,45.2,43.4,0
STU2656,7.1,90.2,75.6,82.7,1
STU3461,2.4,51.9,35.0,40.9,0
STU1305,7.5,100.0,71.5,71.4,1
STU3583,1.4,58.1,44.2,52.0,0
STU4389,4.3,66.8,52.4,50.8,0
STU4014,3.4,55.8,60.4,59.2,0
STU2957,4.9,87.4,81.0,84.7,1
STU4996,4.6,52.6,49.9,53.8,0
STU3965,3.9,64.3,35.0,50.8,0
STU2308,7.5,90.2,75.2,95.1,1
STU3423,2.5,62.1,35.2,47.9,0
STU1576,4.8,81.3,80.2,93.1,1
STU3597,2.7,66.0,45.2,51.3,0
STU4956,4.0,58.1,47.0,55.0,0
STU4489,2.7,57.0,47.1,52.1,0
STU2707,8.3,84.9,89.8,96.0,1
STU4501,2.9,66.4,48.4,49.3,0
STU2300,7.9,94.8,84.2,92.9,1
STU1133,6.2,92.0,90.6,98.1,1
STU3954,2.6,64.5,35.2,44.0,0
STU4193,3.9,59.8,40.9,50.9,0
STU1862,5.7,90.9,75.4,97.9,1
STU1844,8.0,81.0,80.9,79.0,1
STU2802,7.4,78.4,80.1,80.2,1
STU2629,7.6,78.7,75.5,73.8,1
STU2994,8.3,92.5,86.2,91.4,1
STU3589,2.4,65.2,35.0,42.4,0
STU1270,7.7,87.5,89.4,88.5,1
STU1630,8.8,85.1,85.4,88.1,1
STU2731,7.2,93.1,80.8,95.8,1
STU2034,8.3,82.1,86.3,78.1,1
STU3315,4.2,56.8,41.9,56.5,0
STU1287,7.3,92.7,78.3,77.7,1
STU2327,6.4,88.0,77.9,93.2,1
STU3930,3.3,60.3,35.0,50.7,0
STU1301,6.5,94.3,78.6,83.4,1
STU4166,3.1,63.5,38.5,43.9,0
STU3888,3.1,55.2,45.1,41.1,0
STU4589,1.0,59.5,39.4,41.3,0
STU2448,8.2,83.2,96.1,81.6,1
STU2473,7.3,88.3,79.0,76.3,1
STU3818,3.3,63.6,49.4,43.9,0
STU3770,4.1,78.1,45.9,43.5,0
STU2187,6.3,80.8,79.0,70.5,1
STU1066,9.1,84.5,76.9,83.1,1
STU3941,4.8,53.1,45.7,47.8,0
STU2881,8.7,89.8,62.8,75.8,1
STU1891,8.5,88.8,75.4,92.1,1
STU4076,4.9,63.6,39.9,43.9,0
STU4467,4.8,59.4,49.6,57.0,0
STU2767,10.0,82.1,87.0,100.0,1
STU3511,3.2,54.3,38.8,43.7,0
STU3105,1.9,55.1,48.7,44.1,0
STU3009,2.9,55.2,42.1,43.5,0
STU1231,6.6,83.9,69.4,87.0,1
STU1504,8.2,84.3,85.3,75.4,1
STU3096,6.1,74.8,46.8,45.0,0
STU3749,1.0,50.0,46.2,50.9,0
STU1381,6.5,82.2,83.3,99.4,1
STU4036,3.6,54.1,51.8,59.8,0
STU2526,8.8,81.0,77.1,79.5,1
STU4044,1.2,70.6,37.2,43.2,0
STU3116,3.0,63.0,50.8,53.1,0
STU2005,8.3,91.3,87.9,90.0,1
STU2958,10.0,86.6,86.8,100.0,1
STU1837,9.4,99.4,78.3,91.5,1
STU3378,2.2,68.3,35.0,65.6,0
STU1375,10.0,94.7,90.0,83.8,1
STU3751,4.2,64.6,35.0,59.3,0
STU3799,4.6,62.3,35.0,40.0,0
STU3937,2.1,67.5,52.7,51.6,0
STU1940,6.8,85.6,70.8,75.9,1
STU2322,8.1,82.6,72.4,84.2,1
STU4556,5.4,66.1,41.7,41.5,0
STU4400,3.9,60.3,54.4,44.3,0
STU3506,2.9,68.1,54.4,47.4,0
STU1530,6.4,81.2,77.6,79.4,1
STU4047,4.6,73.6,54.6,46.0,0
STU1637,8.5,89.1,86.2,87.7,1
STU2270,9.0,91.9,87.8,79.2,1
STU1186,8.4,97.2,84.9,79.8,1
STU3507,4.4,58.9,45.0,51.4,0
STU3625,4.3,71.6,35.0,40.0,0
STU3267,4.1,58.6,40.2,54.4,0
STU2798,6.5,89.3,79.9,82.8,1
STU2442,8.9,84.3,76.9,100.0,1
STU2536,5.6,97.6,100.0,77.5,1
STU2274,7.1,92.3,87.6,83.4,1
STU1608,6.0,74.8,85.9,86.3,1
STU2713,4.9,89.7,88.9,83.3,1
STU4971,2.2,64.1,43.0,66.5,0
STU3549,2.7,58.9,42.5,54.5,0
STU4251,2.3,72.3,40.8,52.9,0
STU4631,5.4,74.0,39.0,59.1,0
STU4348,4.0,72.8,40.3,57.4,0
STU2978,8.6,96.7,87.0,90.1,1
STU1159,6.1,95.7,76.8,85.6,1
STU2749,7.7,96.6,81.9,90.1,1
STU3321,1.0,64.0,50.0,41.0,0
STU1903,7.5,84.6,73.8,88.0,1
STU1353,8.5,92.1,80.0,75.5,1
STU2231,6.8,85.5,96.5,77.7,1
STU4480,4.3,52.2,46.6,40.0,0
STU1445,5.9,85.0,66.5,90.5,1
STU4916,3.5,64.1,41.8,54.1,0
STU1755,6.4,87.6,77.7,71.4,1
STU2738,6.2,87.0,93.3,88.6,1
STU4960,3.7,70.5,45.3,44.6,0
STU1312,8.8,98.8,68.0,93.5,1
STU1549,7.9,94.1,85.3,87.7,1
STU3647,1.0,77.7,54.6,58.2,0
STU3885,5.1,68.9,46.1,54.8,0
STU1307,9.0,91.6,77.0,79.3,1
STU1695,8.2,90.0,80.5,88.6,1
STU2928,7.2,90.8,83.3,86.0,1
STU4071,4.2,56.4,47.3,40.0,0
STU1750,5.8,86.8,82.8,83.7,1
STU2267,7.4,82.7,90.7,91.1,1
STU3154,1.5,50.7,36.0,46.1,0
STU3518,4.6,72.2,61.9,46.3,0
STU1971,7.7,76.5,94.2,77.5,1
STU1014,5.2,82.4,83.6,92.7,1
STU1874,6.6,84.5,83.9,81.8,1
STU1809,9.0,93.5,93.4,82.4,1
STU1515,6.8,87.2,80.6,86.0,1
STU4194,3.6,57.1,35.0,56.4,0
STU1410,8.1,81.1,89.0,86.3,1
STU3381,3.3,80.8,44.4,49.2,0
STU4265,2.2,64.5,54.3,52.5,0
STU1208,8.1,90.1,59.2,85.9,1
STU3111,2.1,56.4,48.9,43.7,0
STU1459,6.8,91.0,69.6,80.1,1
STU4581,4.8,61.0,45.4,49.6,0
STU3407,5.5,63.0,51.9,53.0,0
STU3900,3.9,59.0,51.3,43.0,0
STU3459,2.2,58.6,35.0,53.6,0
STU3642,2.4,57.2,43.4,51.8,0
STU2884,6.8,82.7,70.0,84.6,1
STU2714,8.5,75.2,85.2,87.3,1
STU3590,3.0,59.0,49.0,51.3,0
STU3230,4.0,55.4,39.2,54.9,0
STU1553,8.9,99.2,89.0,87.8,1
STU4709,1.7,71.0,35.6,40.2,0
STU4638,4.8,60.0,35.0,47.0,0
STU2926,6.4,86.0,75.1,89.2,1
STU1635,6.3,98.2,76.6,79.7,1
STU4676,4.8,55.6,51.9,45.7,0
STU1317,8.3,93.0,73.0,100.0,1
STU4506,4.3,63.0,55.8,49.5,0
STU4524,5.6,54.7,42.0,41.1,0
STU2329,6.0,81.4,85.8,75.4,1
STU1428,8.3,87.6,75.2,95.5,1
STU4209,3.5,65.9,46.1,71.6,0
STU1106,8.0,97.9,83.9,92.4,1
STU1143,5.6,89.0,85.1,84.9,1
STU3185,3.3,57.0,49.1,52.5,0
STU4269,5.2,70.8,43.4,58.0,0
STU3237,4.2,71.3,63.4,52.8,0
STU2950,7.4,80.3,70.0,85.1,1
STU4551,3.6,72.0,51.3,40.0,0
STU4725,2.4,73.5,39.4,51.3,0
STU3758,3.5,61.0,38.4,43.5,0
STU4930,3.8,55.3,44.6,45.1,0
STU2952,9.0,83.0,82.2,91.8,1
STU3680,1.4,68.4,46.6,41.6,0
STU3918,2.6,57.8,42.9,64.9,0
STU3286,4.2,64.5,49.9,40.0,0
STU2110,9.8,76.8,82.6,87.5,1
STU3356,4.3,82.6,49.5,64.9,0
STU1592,6.9,85.3,83.6,76.8,1
STU4711,2.0,78.0,40.0,62.7,0
STU2577,5.6,83.0,76.7,69.9,1
STU3588,1.0,64.6,47.2,46.2,0
STU1214,8.3,85.3,67.1,75.9,1
STU1779,7.4,87.6,73.2,90.8,1
STU4032,2.9,66.6,40.4,40.0,0
STU3466,2.8,56.3,42.7,42.4,0
STU3044,4.2,63.0,51.5,43.8,0
STU4288,3.6,51.1,47.1,64.3,0
STU3299,3.0,70.7,38.8,63.5,0
STU3502,2.7,72.7,36.9,50.1,0
STU2568,8.1,94.4,87.5,76.4,1
STU4024,4.2,69.4,63.8,40.9,0
STU4544,2.6,69.3,53.9,43.7,0
STU3354,4.0,55.1,43.4,54.9,0
STU4609,1.6,51.7,41.3,50.2,0
STU2344,8.9,95.4,77.5,78.6,1
STU3014,3.1,58.3,51.8,41.6,0
STU1274,7.5,88.2,73.4,77.4,1
STU1072,9.3,95.4,76.4,74.4,1
STU2088,7.8,95.3,86.0,71.8,1
STU1395,8.9,87.5,88.7,78.7,1
STU1584,10.0,95.3,88.3,74.2,1
STU4867,3.6,61.5,50.7,51.7,0
STU3718,3.4,68.0,35.0,47.7,0
STU4826,1.5,68.6,55.5,40.0,0
STU4649,3.5,63.7,35.0,40.0,0
STU3612,3.8,71.0,58.4,51.0,0
STU3319,2.3,71.1,54.3,54.6,0
STU2764,5.6,92.9,70.8,89.3,1
STU4011,3.6,63.7,53.6,47.4,0
STU2260,7.4,96.6,98.2,100.0,1
STU1527,5.5,90.5,70.9,82.6,1
STU1378,7.7,80.0,98.3,85.5,1
STU2560,7.2,80.2,88.2,83.5,1
STU3508,2.3,50.0,41.5,45.3,0
STU2964,8.3,92.6,71.0,90.1,1
STU4569,5.6,66.6,40.2,40.0,0
STU1349,6.6,92.2,74.5,76.8,1
STU4140,4.1,60.5,43.8,60.4,0
STU2710,6.3,88.2,97.2,78.9,1
STU2051,6.7,79.8,87.8,91.8,1
STU1591,7.6,95.4,77.1,83.5,1
STU1520,8.4,82.9,74.8,87.4,1
STU4673,2.1,51.4,64.8,42.9,0
STU3700,1.9,50.0,40.8,40.0,0
STU2084,10.0,81.3,73.4,80.4,1
STU3357,3.1,66.0,41.0,50.3,0
STU4997,1.0,61.4,48.3,59.5,0
STU2810,8.6,92.9,80.2,71.5,1
STU4878,1.7,59.6,45.2,49.1,0
STU1793,7.8,85.5,81.1,91.2,1
STU4808,4.3,63.7,37.6,45.1,0
STU2981,6.3,96.2,74.0,78.5,1
STU3556,3.4,50.0,35.0,40.0,0
STU3222,4.3,60.4,43.6,57.4,0
STU2531,7.7,97.0,92.3,93.8,1
STU2411,9.1,84.0,77.8,92.4,1
STU3916,3.7,61.9,47.8,40.1,0
STU4164,4.4,80.9,50.1,66.7,0
STU1084,6.9,74.2,66.7,85.9,1
STU4137,3.0,54.3,41.7,45.7,0
STU1021,9.3,88.4,99.4,86.7,1
STU3245,2.4,75.0,57.5,55.5,0
STU2563,4.6,74.9,77.0,91.8,1
STU1974,6.7,99.9,65.3,93.1,1
STU2711,8.8,79.4,82.7,87.3,1
STU3600,3.6,64.9,48.5,53.6,0
STU2099,8.6,87.2,75.9,78.9,1
STU3741,2.4,69.8,35.0,54.3,0
STU1887,8.2,84.8,75.8,74.7,1
STU3417,3.1,72.2,40.7,40.0,0
STU4086,2.8,61.7,41.6,50.1,0
STU4363,3.2,55.1,38.4,45.5,0
STU1738,8.7,90.1,82.3,87.3,1
STU2454,10.0,84.6,73.1,92.2,1
STU3973,2.5,76.6,43.2,60.4,0
STU4526,2.3,64.7,50.7,58.8,0
STU3127,4.2,65.8,43.9,51.2,0
STU1907,5.9,85.5,78.0,76.9,1
STU3400,3.2,50.0,41.0,52.0,0
STU3933,3.2,52.7,52.5,49.3,0
STU1948,6.7,70.1,71.3,91.3,1
STU3499,1.2,72.0,43.5,54.7,0
STU3893,2.2,61.8,35.0,54.6,0
STU1716,8.8,75.4,81.7,88.2,1
STU3650,2.0,50.0,56.1,49.8,0
STU1687,7.2,90.8,75.6,81.4,1
STU4411,3.2,56.9,39.0,49.9,0
STU3942,5.2,53.6,48.1,50.9,0
STU4966,3.8,62.4,43.6,59.7,0
STU1886,9.7,85.0,78.2,79.3,1
STU1918,7.7,92.0,79.0,100.0,1
STU3463,3.7,56.5,37.3,51.1,0
STU4660,3.3,58.4,46.6,44.1,0
STU2266,5.8,99.6,75.5,80.4,1
STU1484,7.7,83.4,86.4,82.7,1
STU3991,5.0,61.2,43.1,60.8,0
STU4455,4.1,81.5,38.2,56.8,0
STU1278,6.8,81.1,74.3,83.7,1
STU1989,7.2,81.2,83.5,84.8,1
STU3085,1.6,66.8,38.6,45.3,0
STU2246,6.0,92.6,81.9,80.6,1
STU1572,9.5,79.3,79.6,75.8,1
STU2436,7.8,93.3,77.1,87.1,1
STU1994,6.7,86.7,86.5,92.5,1
STU4296,2.1,52.2,53.6,50.8,0
STU3261,2.6,62.3,35.0,44.4,0
STU1586,7.8,84.2,91.5,85.7,1
STU2350,7.2,87.2,82.3,94.9,1
STU2008,8.3,78.7,85.9,94.5,1
STU1675,5.8,81.9,88.6,91.6,1
STU1448,6.4,86.6,82.8,81.8,1
STU4889,3.5,60.6,40.3,58.9,0
STU3995,3.2,51.5,54.9,47.6,0
STU3065,2.2,51.1,50.4,49.6,0
STU4161,2.6,72.6,44.3,43.3,0
STU3501,6.0,74.3,49.1,59.4,0
STU2691,8.2,91.2,82.5,87.9,1
STU4298,2.4,58.2,53.5,50.8,0
STU2248,6.6,83.6,69.5,85.1,1
STU2986,8.1,75.5,77.4,79.1,1
STU1295,7.9,83.0,91.7,76.7,1
STU2548,7.9,96.8,85.8,78.1,1
STU3013,3.1,51.5,39.8,40.1,0
STU1589,8.5,83.2,78.3,78.8,1
STU3130,3.5,52.8,40.8,40.0,0
STU4062,3.2,57.0,62.4,50.3,0
STU1426,9.1,91.1,72.9,88.6,1
STU2055,6.8,98.4,72.3,86.0,1
STU4321,2.7,65.0,39.0,55.1,0
STU1557,6.9,72.2,74.0,84.2,1
STU4533,1.5,57.0,58.7,54.8,0
STU3576,3.6,65.5,36.1,51.5,0
STU4542,2.6,70.9,48.2,40.0,0
STU4539,1.8,67.0,37.0,49.6,0
STU3697,5.8,73.0,56.4,52.2,0
STU2194,7.9,84.3,77.3,91.9,1
STU2717,7.9,100.0,85.6,80.0,1
STU4157,3.5,58.8,35.0,47.3,0
STU4605,4.1,57.6,52.3,44.1,0
STU4923,1.3,63.1,44.8,61.1,0
STU3458,3.2,83.1,42.5,57.9,0
STU2286,5.9,97.0,85.3,77.6,1
STU4464,3.5,50.0,36.1,54.7,0
STU3581,3.4,53.3,47.8,49.5,0
STU4189,3.1,68.6,51.9,52.1,0
STU3088,2.9,50.9,49.2,40.0,0
STU2890,7.5,93.1,79.2,83.1,1
STU2592,4.0,91.6,80.0,89.3,1
STU4525,2.2,55.4,39.2,46.9,0
STU3163,4.1,64.3,46.9,50.9,0
STU4188,3.6,66.4,54.4,55.6,0
STU3272,4.4,58.9,46.4,57.6,0
STU4217,4.5,70.8,48.6,42.9,0
STU2138,6.0,81.9,87.8,80.7,1
STU4336,3.0,54.2,55.1,40.8,0
STU4761,1.6,62.5,60.2,55.9,0
STU4781,2.7,61.4,63.5,46.4,0
STU2712,7.4,80.1,73.7,75.7,1
STU4619,4.3,63.7,35.0,70.2,0
STU1454,8.1,83.7,84.4,80.7,1
STU1914,9.4,92.5,83.3,93.1,1
STU3670,4.1,57.2,35.0,42.8,0
STU2200,9.1,90.6,89.4,74.6,1
STU2275,9.0,82.5,78.7,95.1,1
STU1038,5.1,84.9,80.2,73.1,1
STU1975,7.0,93.5,70.2,94.4,1
STU1984,7.4,89.7,80.8,80.3,1
STU3663,4.1,69.6,37.8,47.7,0
STU2419,9.3,80.2,77.4,84.9,1
STU2561,7.5,89.4,73.6,74.3,1
STU1040,7.7,77.4,76.5,90.7,1
STU2487,5.8,97.2,83.1,93.6,1
STU3543,2.4,62.6,42.4,50.3,0
STU1170,6.6,90.8,76.3,88.1,1
STU2356,4.4,87.0,89.2,91.0,1
STU3388,3.6,58.7,35.0,45.3,0
STU4594,4.5,72.4,54.9,60.4,0
STU3615,3.2,63.5,45.6,41.7,0
STU3754,2.8,53.0,46.8,40.0,0
STU2641,7.5,85.0,88.3,70.5,1
STU2291,8.0,96.5,94.6,64.3,1
STU2381,8.3,100.0,77.3,91.5,1
STU2934,7.4,92.6,63.5,94.5,1
STU1580,8.9,98.6,88.7,72.4,1
STU3031,2.7,68.6,48.5,58.9,0
STU1893,8.8,92.6,77.4,76.3,1
STU1781,7.7,93.2,84.2,93.4,1
STU1160,8.3,91.3,82.7,74.0,1
STU1003,8.3,83.2,82.1,78.4,1
STU4214,3.8,66.6,35.0,57.5,0
STU4291,2.5,67.9,58.7,44.2,0
STU1850,6.9,84.8,85.8,78.0,1
STU3402,4.5,61.4,50.5,40.0,0
STU2597,8.2,82.2,85.3,74.0,1
STU2777,6.8,77.0,85.6,92.3,1
STU2914,8.1,82.9,85.2,88.8,1
STU2044,7.5,89.3,75.5,74.3,1
STU2545,6.8,96.3,79.1,92.4,1
STU4718,2.0,56.1,51.6,43.0,0
STU1054,8.2,86.2,83.6,91.0,1
STU4853,4.0,71.9,56.9,41.1,0
STU2912,10.0,89.3,81.3,89.0,1
STU3823,3.5,50.0,46.5,56.6,0
STU3674,4.5,54.6,43.6,43.3,0
STU4490,3.5,71.7,40.2,50.9,0
STU1825,7.0,87.7,81.5,90.2,1
STU4574,1.0,62.2,37.4,55.3,0
STU2390,6.6,88.8,64.6,90.8,1
STU4270,2.7,71.9,45.3,42.7,0
STU4115,3.2,61.1,66.4,42.5,0
STU2608,9.4,94.5,79.0,80.5,1
STU2595,4.7,95.6,91.0,95.1,1
STU1772,6.8,83.5,74.2,85.2,1
STU3274,2.8,69.5,35.5,40.0,0
STU2869,6.2,88.8,76.8,76.9,1
STU2086,8.0,89.9,100.0,70.3,1
STU3712,2.7,78.9,52.0,45.5,0
STU2326,5.1,90.9,81.9,90.0,1
STU2464,6.5,94.1,76.0,76.9,1
STU1807,7.8,87.5,76.1,78.6,1
STU3452,3.7,55.7,56.3,51.2,0
STU3476,2.6,52.6,56.0,53.9,0
STU3109,4.4,61.4,45.9,59.1,0
STU3827,2.0,59.0,46.3,53.6,0
STU4929,4.0,57.1,55.6,48.8,0
STU3235,4.4,50.1,43.7,54.4,0
STU1964,8.4,81.7,84.5,82.6,1
STU1399,7.4,89.2,90.6,91.2,1
STU4747,3.1,65.4,35.0,61.9,0
STU1705,5.6,89.5,86.6,83.3,1
STU1432,5.1,81.9,64.2,66.7,1
STU1293,6.8,88.5,70.1,88.5,1
STU4776,4.9,56.7,39.9,40.2,0
STU1146,8.4,96.9,61.0,83.5,1
STU3721,2.9,60.5,35.0,57.0,0
STU3034,4.1,57.7,44.4,40.0,0
STU4798,3.6,55.9,51.0,51.9,0
STU2166,10.0,77.5,89.8,84.2,1
STU3051,2.0,50.0,53.6,52.3,0
STU4512,2.1,62.8,41.2,63.5,0
STU1340,6.8,84.0,79.5,84.7,1
STU3415,2.6,62.0,57.1,46.4,0
STU1266,6.0,95.2,85.9,86.0,1
STU4104,4.7,63.9,35.0,40.0,0
STU2772,9.5,85.0,80.7,83.6,1
STU1272,5.8,85.1,77.8,90.2,1
STU1697,7.9,94.5,86.1,92.0,1
STU4964,2.9,54.1,45.6,51.2,0
STU1245,6.1,97.7,82.2,80.8,1
STU4753,2.0,54.6,41.6,54.1,0
STU1477,8.2,86.6,78.3,92.3,1
STU3033,4.8,66.0,44.0,58.7,0
STU4392,4.9,65.3,46.3,55.2,0
STU4075,5.5,56.8,45.1,52.4,0
STU1814,7.7,86.1,75.6,70.3,1
STU2915,5.3,79.0,80.1,82.6,1
STU4367,2.8,58.4,42.2,64.5,0
STU4935,3.3,59.0,46.7,55.3,0
STU2805,5.3,82.6,91.4,83.9,1
STU3873,1.3,67.5,46.9,50.7,0
STU1251,6.0,87.2,90.6,81.0,1
STU1546,6.5,90.6,86.7,82.4,1
STU1739,9.5,97.3,71.1,100.0,1
STU1311,7.2,86.1,82.4,83.7,1
STU2132,8.0,87.8,88.8,83.7,1
STU2450,7.5,85.5,70.7,83.2,1
STU4873,2.8,65.3,56.7,46.5,0
STU1016,6.8,86.8,77.4,79.0,1
STU4502,4.7,65.4,46.9,58.7,0
STU3790,2.4,58.4,52.8,50.2,0
STU4205,2.0,72.9,51.0,53.0,0
STU1364,8.0,94.7,91.6,89.8,1
STU1183,6.2,86.9,75.2,72.9,1
STU2195,5.6,78.8,67.2,90.2,1
STU3471,3.1,66.2,56.8,57.7,0
STU2122,8.9,84.3,78.5,79.1,1
STU4875,3.6,59.1,46.0,57.7,0
STU2183,8.6,81.4,80.4,90.1,1
STU4656,4.6,56.5,42.5,50.4,0
STU1615,10.0,91.6,82.4,90.4,1
